timestamp,elapsed_sec,state,score,ear,pitch,phone_conf,hand_interaction,raw_absent,drowsy_score,phone_in_use
10:49:28.991,1.697,FOCUSED,100.0,0.271,0.407,0.0,0,0,0.0,0
10:49:29.133,1.84,FOCUSED,100.0,0.282,0.422,0.0,0,0,0.0,0
10:49:29.225,1.932,FOCUSED,100.0,0.276,0.423,0.0,0,0,0.0,0
10:49:29.321,2.027,FOCUSED,100.0,0.28,0.422,0.0,0,0,0.0,0
10:49:29.439,2.146,FOCUSED,100.0,0.277,0.427,0.0,0,0,0.0,0
10:49:29.533,2.24,FOCUSED,100.0,0.279,0.43,0.0,0,0,0.0,0
10:49:29.623,2.33,FOCUSED,100.0,0.273,0.429,0.0,0,0,0.0,0
10:49:29.719,2.425,FOCUSED,100.0,0.266,0.431,0.0,0,0,0.0,0
10:49:29.807,2.514,FOCUSED,100.0,0.268,0.431,0.0,0,0,0.0,0
10:49:29.902,2.609,FOCUSED,100.0,0.268,0.432,0.0,0,0,0.0,0
10:49:30.008,2.714,FOCUSED,100.0,0.27,0.43,0.0,0,0,0.0,0
10:49:30.134,2.84,FOCUSED,100.0,0.27,0.431,0.0,0,0,0.0,0
10:49:30.225,2.931,FOCUSED,100.0,0.268,0.434,0.0,0,0,0.0,0
10:49:30.300,3.007,FOCUSED,100.0,0.272,0.435,0.0,0,0,0.0,0
10:49:30.375,3.082,FOCUSED,100.0,0.265,0.433,0.0,0,0,0.0,0
10:49:30.454,3.161,FOCUSED,100.0,0.274,0.435,0.0,0,0,0.0,0
10:49:30.530,3.236,FOCUSED,100.0,0.276,0.436,0.0,0,0,0.0,0
10:49:30.619,3.325,FOCUSED,100.0,0.275,0.438,0.0,0,0,0.0,0
10:49:30.721,3.427,FOCUSED,100.0,0.266,0.438,0.0,0,0,0.0,0
10:49:30.862,3.569,FOCUSED,100.0,0.267,0.435,0.0,0,0,0.0,0
10:49:30.986,3.692,FOCUSED,100.0,0.274,0.434,0.0,0,0,0.0,0
10:49:31.123,3.829,FOCUSED,100.0,0.276,0.423,0.0,0,0,0.0,0
10:49:31.287,3.994,FOCUSED,100.0,0.231,0.427,0.0,0,0,0.0,0
10:49:31.439,4.146,FOCUSED,100.0,0.353,0.427,0.0,0,0,0.0,0
