timestamp,elapsed_sec,state,score,ear,pitch,phone_conf,hand_interaction,raw_absent,drowsy_score,phone_in_use
14:54:40.662,4.428,FOCUSED,100.0,0.325,0.393,0.0,0,0,0.0,0
14:54:42.347,6.112,FOCUSED,100.0,0.308,0.39,0.0,0,0,0.0,0
14:54:42.450,6.215,FOCUSED,100.0,0.338,0.396,0.0,0,0,0.0,0
14:54:42.555,6.321,FOCUSED,100.0,0.294,0.381,0.0,0,0,0.0,0
14:54:42.634,6.4,FOCUSED,100.0,0.306,0.386,0.0,0,0,0.0,0
14:54:42.723,6.489,FOCUSED,100.0,0.302,0.386,0.0,0,0,0.0,0
14:54:42.791,6.557,FOCUSED,100.0,0.299,0.387,0.0,0,0,0.0,0
14:54:42.857,6.623,FOCUSED,100.0,0.05,0.375,0.0,0,0,0.6,0
14:54:42.960,6.726,FOCUSED,100.0,0.198,0.383,0.0,0,0,0.0,0
14:54:43.026,6.792,FOCUSED,100.0,0.286,0.404,0.0,0,0,0.0,0
14:54:43.090,6.855,FOCUSED,100.0,0.299,0.409,0.0,0,0,0.0,0
14:54:43.168,6.933,FOCUSED,100.0,0.315,0.41,0.0,0,0,0.0,0
14:54:43.242,7.008,FOCUSED,100.0,0.313,0.409,0.0,0,0,0.0,0
14:54:43.321,7.087,FOCUSED,100.0,0.324,0.407,0.0,0,0,0.0,0
14:54:43.400,7.166,FOCUSED,100.0,0.318,0.405,0.0,0,0,0.0,0
14:54:43.481,7.247,FOCUSED,100.0,0.324,0.408,0.0,0,0,0.0,0
14:54:43.560,7.326,FOCUSED,100.0,0.318,0.406,0.0,0,0,0.0,0
14:54:43.633,7.399,FOCUSED,100.0,0.342,0.41,0.0,0,0,0.0,0
14:54:43.713,7.478,FOCUSED,100.0,0.335,0.407,0.0,0,0,0.0,0
14:54:43.803,7.568,FOCUSED,100.0,0.339,0.407,0.0,0,0,0.0,0
14:54:43.877,7.643,FOCUSED,100.0,0.337,0.408,0.0,0,0,0.0,0
14:54:43.941,7.707,FOCUSED,100.0,0.333,0.408,0.0,0,0,0.0,0
14:54:44.032,7.797,FOCUSED,100.0,0.331,0.407,0.0,0,0,0.0,0
14:54:44.091,7.857,FOCUSED,100.0,0.332,0.404,0.0,0,0,0.0,0
14:54:44.156,7.922,FOCUSED,100.0,0.332,0.405,0.0,0,0,0.0,0
14:54:44.230,7.996,FOCUSED,100.0,0.337,0.405,0.0,0,0,0.0,0
14:54:44.736,8.502,FOCUSED,100.0,0.341,0.405,0.0,0,0,0.0,0
14:54:45.714,9.48,FOCUSED,100.0,0.345,0.406,0.0,0,0,0.0,0
14:54:46.295,10.061,FOCUSED,100.0,0.339,0.402,0.0,0,0,0.0,0
14:54:47.161,10.927,FOCUSED,100.0,0.292,0.399,0.0,0,0,0.0,0
14:54:48.443,12.208,FOCUSED,100.0,0.296,0.398,0.0,0,0,0.0,0
14:54:49.097,12.863,FOCUSED,100.0,0.303,0.4,0.0,0,0,0.0,0
