timestamp,elapsed_sec,state,score,ear,pitch,phone_conf,hand_interaction,raw_absent,drowsy_score,phone_in_use
15:34:31.848,1.549,FOCUSED,100.0,0.211,0.371,0.0,0,0,0.0,0
15:34:31.972,1.673,FOCUSED,100.0,0.203,0.389,0.0,0,0,0.0,0
15:34:32.062,1.763,FOCUSED,100.0,0.186,0.379,0.0,0,0,0.0,0
15:34:32.139,1.841,FOCUSED,100.0,0.182,0.416,0.0,0,0,0.0,0
15:34:32.224,1.926,FOCUSED,100.0,0.186,0.414,0.0,0,0,0.0,0
15:34:32.304,2.005,FOCUSED,100.0,0.174,0.409,0.0,0,0,0.6,0
15:34:32.393,2.094,FOCUSED,100.0,0.177,0.402,0.0,0,0,0.6,0
15:34:32.468,2.169,FOCUSED,100.0,0.201,0.399,0.0,0,0,0.0,0
15:34:32.565,2.266,FOCUSED,100.0,0.048,0.4,0.0,0,0,0.6,0
15:34:32.656,2.358,FOCUSED,100.0,0.122,0.416,0.0,0,0,0.6,0
15:34:32.750,2.451,FOCUSED,100.0,0.242,0.432,0.0,0,0,0.0,0
15:34:32.832,2.533,FOCUSED,100.0,0.259,0.45,0.0,0,0,0.0,0
15:34:32.920,2.621,FOCUSED,100.0,0.261,0.45,0.0,0,0,0.0,0
15:34:33.010,2.711,FOCUSED,100.0,0.265,0.435,0.0,0,0,0.0,0
15:34:33.103,2.804,FOCUSED,100.0,0.273,0.434,0.0,0,0,0.0,0
15:34:33.182,2.883,FOCUSED,100.0,0.275,0.428,0.0,0,0,0.0,0
15:34:33.262,2.964,FOCUSED,100.0,0.267,0.418,0.0,0,0,0.0,0
15:34:33.352,3.053,FOCUSED,100.0,0.266,0.415,0.0,0,0,0.0,0
15:34:33.460,3.161,FOCUSED,100.0,0.254,0.416,0.0,0,0,0.0,0
15:34:33.554,3.255,FOCUSED,100.0,0.256,0.417,0.0,0,0,0.0,0
15:34:33.635,3.337,FOCUSED,100.0,0.26,0.414,0.0,0,0,0.0,0
15:34:33.715,3.416,FOCUSED,100.0,0.263,0.417,0.0,0,0,0.0,0
15:34:33.803,3.505,FOCUSED,100.0,0.273,0.419,0.0,0,0,0.0,0
15:34:33.890,3.591,FOCUSED,100.0,0.273,0.421,0.0,0,0,0.0,0
15:34:33.981,3.682,FOCUSED,100.0,0.272,0.418,0.0,0,0,0.0,0
15:34:34.058,3.759,FOCUSED,100.0,0.269,0.419,0.0,0,0,0.0,0
15:34:34.134,3.835,FOCUSED,100.0,0.271,0.418,0.0,0,0,0.0,0
15:34:34.215,3.916,FOCUSED,100.0,0.272,0.418,0.0,0,0,0.0,0
15:34:34.303,4.004,FOCUSED,100.0,0.278,0.417,0.0,0,0,0.0,0
15:34:34.381,4.083,FOCUSED,100.0,0.275,0.418,0.0,0,0,0.0,0
15:34:34.462,4.163,FOCUSED,100.0,0.283,0.419,0.0,0,0,0.0,0
15:34:34.542,4.243,FOCUSED,100.0,0.282,0.42,0.0,0,0,0.0,0
15:34:34.622,4.324,FOCUSED,100.0,0.288,0.42,0.0,0,0,0.0,0
15:34:34.705,4.407,FOCUSED,100.0,0.281,0.42,0.0,0,0,0.0,0
15:34:34.797,4.499,FOCUSED,100.0,0.248,0.412,0.0,0,0,0.0,0
15:34:34.873,4.575,FOCUSED,100.0,0.056,0.403,0.0,0,0,0.6,0
15:34:34.957,4.658,FOCUSED,100.0,0.226,0.41,0.0,0,0,0.0,0
15:34:35.038,4.74,FOCUSED,100.0,0.247,0.415,0.0,0,0,0.0,0
15:34:35.118,4.819,FOCUSED,100.0,0.268,0.415,0.0,0,0,0.0,0
15:34:35.204,4.905,FOCUSED,100.0,0.273,0.416,0.0,0,0,0.0,0
15:34:35.279,4.981,FOCUSED,100.0,0.266,0.416,0.0,0,0,0.0,0
15:34:35.362,5.063,FOCUSED,100.0,0.269,0.416,0.0,0,0,0.0,0
15:34:35.448,5.149,FOCUSED,100.0,0.27,0.418,0.0,0,0,0.0,0
15:34:35.526,5.228,FOCUSED,100.0,0.268,0.418,0.0,0,0,0.0,0
15:34:35.604,5.305,FOCUSED,100.0,0.05,0.409,0.0,0,0,0.6,0
15:34:35.685,5.386,FOCUSED,100.0,0.061,0.401,0.0,0,0,0.6,0
15:34:35.767,5.468,FOCUSED,100.0,0.061,0.4,0.0,0,0,0.6,0
15:34:35.841,5.543,FOCUSED,100.0,0.043,0.406,0.0,0,0,0.6,0
15:34:35.922,5.624,FOCUSED,100.0,0.202,0.415,0.0,0,0,0.0,0
15:34:36.002,5.704,FOCUSED,100.0,0.241,0.416,0.0,0,0,0.0,0
15:34:36.082,5.783,FOCUSED,100.0,0.243,0.415,0.0,0,0,0.0,0
15:34:36.160,5.861,FOCUSED,100.0,0.241,0.416,0.0,0,0,0.0,0
15:34:36.232,5.933,FOCUSED,100.0,0.216,0.413,0.0,0,0,0.0,0
15:34:36.312,6.013,FOCUSED,100.0,0.058,0.403,0.0,0,0,0.6,0
15:34:36.392,6.093,FOCUSED,100.0,0.058,0.401,0.0,0,0,0.6,0
15:34:36.474,6.175,FOCUSED,100.0,0.054,0.409,0.0,0,0,0.6,0
15:34:36.569,6.27,FOCUSED,100.0,0.053,0.413,0.0,0,0,0.6,0
15:34:36.650,6.351,FOCUSED,100.0,0.051,0.412,0.0,0,0,0.6,0
15:34:36.732,6.433,FOCUSED,100.0,0.05,0.41,0.0,0,0,0.6,0
15:34:36.815,6.517,FOCUSED,100.0,0.048,0.409,0.0,0,0,0.6,0
15:34:36.892,6.593,FOCUSED,100.0,0.05,0.412,0.0,0,0,0.6,0
15:34:36.966,6.667,FOCUSED,100.0,0.052,0.411,0.0,0,0,0.6,0
15:34:37.044,6.746,FOCUSED,100.0,0.053,0.409,0.0,0,0,0.6,0
15:34:37.122,6.823,DROWSY,99.77,0.05,0.409,0.0,0,0,1.0,0
15:34:37.197,6.898,DROWSY,99.54,0.05,0.409,0.0,0,0,1.0,0
15:34:37.280,6.981,DROWSY,99.3,0.053,0.412,0.0,0,0,1.0,0
15:34:37.369,7.07,DROWSY,99.03,0.061,0.416,0.0,0,0,1.0,0
15:34:37.459,7.161,DROWSY,98.76,0.063,0.412,0.0,0,0,1.0,0
15:34:37.550,7.251,DROWSY,98.48,0.066,0.414,0.0,0,0,1.0,0
15:34:37.648,7.349,DROWSY,98.19,0.061,0.414,0.0,0,0,1.0,0
15:34:37.726,7.427,DROWSY,97.96,0.061,0.413,0.0,0,0,1.0,0
15:34:37.812,7.513,DROWSY,97.7,0.069,0.414,0.0,0,0,1.0,0
15:34:37.897,7.598,DROWSY,97.44,0.071,0.416,0.0,0,0,1.0,0
15:34:37.981,7.682,DROWSY,97.19,0.131,0.418,0.0,0,0,1.0,0
15:34:38.067,7.768,DROWSY,96.93,0.236,0.425,0.0,0,0,1.0,0
15:34:38.152,7.853,DROWSY,96.68,0.24,0.422,0.0,0,0,1.0,0
15:34:38.231,7.932,DROWSY,96.44,0.25,0.428,0.0,0,0,1.0,0
15:34:38.311,8.012,DROWSY,96.2,0.252,0.424,0.0,0,0,1.0,0
15:34:38.399,8.1,FOCUSED,96.2,0.262,0.43,0.0,0,0,0.0,0
15:34:38.476,8.177,FOCUSED,96.2,0.268,0.432,0.0,0,0,0.0,0
15:34:38.558,8.259,FOCUSED,96.2,0.268,0.43,0.0,0,0,0.0,0
15:34:38.644,8.345,FOCUSED,96.2,0.274,0.433,0.0,0,0,0.0,0
15:34:38.728,8.429,FOCUSED,96.2,0.278,0.434,0.0,0,0,0.0,0
15:34:38.811,8.512,FOCUSED,96.2,0.28,0.435,0.0,0,0,0.0,0
