timestamp,elapsed_sec,state,score,ear,pitch,phone_conf,hand_interaction,raw_absent,drowsy_score,phone_in_use
09:41:54.490,1.429,UNKNOWN,99.95,,,0.0,0,0,0.0,0
09:41:55.598,2.537,UNKNOWN,99.9,,,0.0,0,0,0.0,0
09:41:56.660,3.599,UNKNOWN,99.85,,,0.0,0,0,0.0,0
09:41:57.727,4.666,UNKNOWN,99.8,,,0.0,0,0,0.0,0
09:41:58.810,5.749,UNKNOWN,99.75,,,0.0,0,0,0.0,0
09:41:59.899,6.838,UNKNOWN,99.7,,,0.0,0,0,0.0,0
09:42:01.001,7.941,UNKNOWN,99.65,,,0.0,0,0,0.0,0
09:42:02.071,9.01,UNKNOWN,99.6,,,0.0,0,0,0.0,0
09:42:03.136,10.075,UNKNOWN,99.55,,,0.0,0,0,0.0,0
09:42:04.201,11.14,UNKNOWN,99.5,,,0.0,0,0,0.0,0
09:42:05.271,12.21,UNKNOWN,99.45,,,0.0,0,0,0.0,0
09:42:06.330,13.269,UNKNOWN,99.4,,,0.0,0,0,0.0,0
09:42:07.390,14.329,UNKNOWN,99.35,,,0.0,0,0,0.0,0
09:42:08.972,15.911,UNKNOWN,99.3,,,0.0,0,0,0.0,0
09:42:10.036,16.975,ABSENT,98.8,,,0.0,0,1,0.0,0
09:42:11.109,18.049,ABSENT,98.3,,,0.0,0,1,0.0,0
09:42:12.176,19.115,ABSENT,97.8,,,0.0,0,1,0.0,0
09:42:13.237,20.176,ABSENT,97.3,,,0.0,0,1,0.0,0
09:42:14.299,21.238,ABSENT,96.8,,,0.0,0,1,0.0,0
09:42:15.356,22.295,ABSENT,96.3,,,0.0,0,1,0.0,0
09:42:16.420,23.359,ABSENT,95.8,,,0.0,0,1,0.0,0
09:42:17.477,24.416,ABSENT,95.3,,,0.0,0,1,0.0,0
09:42:18.534,25.473,ABSENT,94.8,,,0.0,0,1,0.0,0
09:42:19.601,26.54,ABSENT,94.3,,,0.0,0,1,0.0,0
